survey,load_cmd,cy_data,wt,source,year,notes,gesis_id,filepath
eb822,"eb822 <- read_dta(""gesis_files/ZA5931/ZA5931_v2-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5931,2014,NA,ZA5931,~/Documents/Projects/Data/gesis_files/eb_files/ZA5931/
eb823,"eb823 <- read_dta(""gesis_files/ZA5932/ZA5932_v2-0-1.dta"")","data_frame(country = c(1:14,  16:36, 43), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Crotia"", ""Cyprus, Northern"", ""Macedonia"", ""Montenegro"", ""Serbia"", ""Iceland""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5932,2014,NA,ZA5932,~/Documents/Projects/Data/gesis_files/eb_files/ZA5932/
eb824,"eb824 <- read_dta(""gesis_files/ZA5933/ZA5933_v5-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2014)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5933,2014,NA,ZA5933,~/Documents/Projects/Data/gesis_files/eb_files/ZA5933/
eb831,"eb831 <- read_dta(""gesis_files/ZA5964/ZA5964_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5964,2015,NA,ZA5964,~/Documents/Projects/Data/gesis_files/eb_files/ZA5964/
eb832,"eb832 <- read_dta(""gesis_files/ZA5965/ZA5965_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5965,2015,NA,ZA5965,~/Documents/Projects/Data/gesis_files/eb_files/ZA5965/
eb833,"eb833 <- read_dta(""gesis_files/ZA5998/ZA5998_v1-0-0.dta"")","data.frame(country = c(1:14,  16:37), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Croatia"", ""Cyprus, Northern"", ""Makedonia(Fyrom)"", ""Montenegro"", ""Serbia"", ""Albania""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA5998,2015,NA,ZA5998,~/Documents/Projects/Data/gesis_files/eb_files/ZA5998/
eb834,"eb834 <- read_dta(""gesis_files/ZA6595/ZA6595_v2-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA6595,2015,NA,ZA6595,~/Documents/Projects/Data/gesis_files/eb_files/ZA6595/
eb841,"eb841 <- read_dta(""gesis_files/ZA6596/ZA6596_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA6596,2015,NA,ZA6596,~/Documents/Projects/Data/gesis_files/eb_files/ZA6596/
eb842,"eb842 <- read_dta(""gesis_files/ZA6642/ZA6642_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA6642,2015,NA,ZA6642,~/Documents/Projects/Data/gesis_files/eb_files/ZA6642/
eb843,"eb843 <- read_dta(""gesis_files/ZA6643/ZA6643_v2-0-0.dta"")","data.frame(country = c(1:14,  16:37), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Turkey"", ""Croatia"", ""Cyprus, Northern"", ""Makedonia(Fyrom)"", ""Montenegro"", ""Serbia"", ""Albania""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA6643,2015,NA,ZA6643,~/Documents/Projects/Data/gesis_files/eb_files/ZA6643/
eb844,"eb844 <- read_dta(""gesis_files/ZA6644/ZA6644_v1-0-0.dta"")","data.frame(country = c(1:14,  16:30, 32), c_dcpo = c(""France"", ""Belgium"", ""Netherlands"", ""Germany"", ""Italy"", ""Luxembourg"", ""Denmark"", ""Ireland"", ""United Kingdom"", ""United Kingdom"", ""Greece"", ""Spain"", ""Portugal"", ""Germany"", ""Finland"", ""Sweden"", ""Austria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Slovakia"", ""Slovenia"", ""Bulgaria"", ""Romania"", ""Croatia""), y_dcpo=2015)","wt <- t_data$w1;  wt[grep(""DE\\-"", t_data$isocntry)] <- t_data$w3[grep(""DE\\-"", t_data$isocntry)]; wt[grep(""GB\\-"", t_data$isocntry)] <- t_data$w4[grep(""DE\\-"", t_data$isocntry)]",GESIS: ZA6644,2015,NA,ZA6644,~/Documents/Projects/Data/gesis_files/eb_files/ZA6644/
